epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1120.25,0,61.6413,0,0,0,0,0,0,6.55608,0,0.000547118,0.000547118,0.000547118
2,2303.94,0,1.15621,0,0,0,0,0,0,0.06238,0,0.00109187,0.00109187,0.00109187
